,Episode,Steps,Score
0,0,20,-0.5580607899412009
1,4,75,-0.4426703179656995
2,8,122,0.5239281896081074
3,12,168,-0.43120241540245524
4,16,223,0.23332652910907525
5,20,284,-0.3670864708887011
6,24,364,0.5092383320175676
7,28,444,1.0892333558639176
8,32,519,0.9220519777459598
9,36,572,-0.5117428311939115
10,40,652,-0.023989486268788163
11,44,728,-0.10390720618505626
12,48,798,0.20619810950841364
13,52,847,-0.601686348461669
14,56,927,-0.33836673893813374
15,60,992,1.258780063205387
16,64,1072,-0.5805464380478726
17,68,1083,0.8828775655155524
18,72,1135,-0.577682779935811
19,76,1197,0.7315159903014068
20,80,1257,-0.044839487961253505
21,84,1287,-1.203778483078959
22,88,1342,0.17228480419310732
23,92,1422,1.0441304804360751
24,96,1491,1.0258615869184624
25,100,1571,-0.10122806893651637
26,104,1616,-0.16708439019367327
27,108,1672,-0.5934681056877404
28,112,1708,-0.03959246437891789
29,116,1768,0.7411324920041162
30,120,1819,-0.18861613387159734
31,124,1864,0.08244628776869628
32,128,1916,0.0819973617189956
33,132,1969,0.07614862344027232
34,136,2043,0.010723180737695598
35,140,2100,1.041353709333595
36,144,2140,1.3074707373451713
37,148,2205,0.2909285341171142
38,152,2257,-0.4092534126207606
39,156,2326,-0.4082455325155448
40,160,2363,1.4011680940804838
41,164,2424,0.6871721233201321
42,168,2487,1.0338572871902965
43,172,2552,0.9409334421499673
44,176,2603,0.9623832619946918
45,180,2656,0.09632481965366733
46,184,2698,0.877154345497256
47,188,2744,-0.07569415966915653
48,192,2795,1.1061710027825127
49,196,2854,-0.2506268145531744
50,200,2925,-0.3770439468733922
51,204,2973,-0.07625015486126117
52,208,3018,0.16696448684018267
53,212,3068,1.0147858029458146
54,216,3120,1.1007712520062074
55,220,3145,0.36421309888153264
56,224,3206,1.0881162723819897
57,228,3255,-0.45324498169746985
58,232,3316,0.4576625684111811
59,236,3371,0.9511543283652198
60,240,3411,0.9227305766912044
61,244,3479,1.101920846711227
62,248,3541,1.2743388686892958
63,252,3601,0.8387894617712305
64,256,3649,0.6932595678052554
65,260,3704,0.945737263918573
66,264,3763,1.0375409498716985
67,268,3826,0.24325107026738785
68,272,3868,0.8692358600233516
69,276,3919,-1.078338074353725
70,280,3973,1.1912033384391867
71,284,4009,0.7498423371881364
72,288,4063,0.8499745144260263
73,292,4093,-0.45153829830313613
74,296,4139,1.2386601359417817
75,300,4197,1.000185340385246
76,304,4247,1.4447865212439184
77,308,4295,0.7239801558801349
78,312,4347,-0.13528482363515035
79,316,4389,-0.3755732826525978
80,320,4453,1.3911307849130443
81,324,4494,1.0682921509968253
82,328,4527,0.15862696564059964
83,332,4554,0.7619708268389427
84,336,4605,0.9269171536529899
85,340,4645,0.8652618302753661
86,344,4705,1.077327709612373
87,348,4737,1.17439550643933
88,352,4802,1.2329827164118976
89,356,4848,0.9363958259224558
90,360,4884,0.8740285367251556
91,364,4925,1.109511665369594
92,368,4955,0.004334224463515918
93,372,5007,1.0844141413929567
94,376,5050,1.4363359738253245
95,380,5083,0.9582893489121751
96,384,5127,1.0105351057306273
97,388,5169,1.1437377871904102
98,392,5225,0.9102944156434766
99,396,5263,0.24599204485186765
100,400,5318,1.4270592668033535
101,404,5363,-0.09489682074674236
102,408,5411,-0.44202563930139505
103,412,5464,0.864354977456844
104,416,5508,1.0872438292899385
105,420,5553,0.5802389701415422
106,424,5608,0.7490444592080956
107,428,5645,0.8293006840723669
108,432,5688,0.9306382637013493
109,436,5727,1.0449718811721138
110,440,5771,0.952161027839492
111,444,5798,0.756255220759886
112,448,5835,1.0000958062836616
113,452,5870,0.8469455248178834
114,456,5897,0.7302895365394736
115,460,5916,0.9786211323802675
116,464,5970,1.3000600745042692
117,468,6027,1.0402886788704835
118,472,6075,0.7871297573895306
119,476,6101,0.647057664650198
120,480,6138,0.9326759122851448
121,484,6169,1.0301976944656261
122,488,6218,0.8639335688597578
123,492,6262,1.4315783915597131
124,496,6301,1.3228604033994302
125,500,6337,0.4208181592320507
126,504,6393,0.8953127812533372
127,508,6430,1.1939751780267387
128,512,6476,0.33503949966860497
129,516,6521,0.9288166406220713
130,520,6558,-0.05293636404890373
131,524,6604,0.9905281770999156
132,528,6654,1.3569579129500717
133,532,6690,0.8466727397695796
134,536,6734,1.5400290796972496
135,540,6776,1.091455255653589
136,544,6804,-0.34077819745081944
137,548,6845,0.983506505922101
138,552,6876,1.121244955359991
139,556,6941,0.7324429827806636
140,560,7003,0.7802567047155525
141,564,7046,0.981314701611238
142,568,7057,1.0702521351265328
143,572,7096,0.8996422377846827
144,576,7132,0.7852251104435164
145,580,7169,0.9335434808563328
146,584,7192,1.4990545108607234
147,588,7224,0.9656146094256818
148,592,7246,0.9156341424512983
149,596,7289,1.440469258068677
150,600,7347,1.147653673102451
151,604,7403,0.5856769553884544
152,608,7442,1.01313850208393
153,612,7501,1.1620822026151227
154,616,7547,1.2451086285950423
155,620,7584,1.241245721216631
156,624,7623,1.14690297958529
157,628,7655,1.0132892888154708
158,632,7709,0.6086685987741173
159,636,7765,1.2605674970706997
160,640,7808,1.1478399922779758
161,644,7850,1.0831743985863471
162,648,7891,0.773577074484149
163,652,7922,1.0879121267075276
164,656,7967,0.9934045443884948
165,660,8016,1.42440104701984
166,664,8040,0.9252105507209685
167,668,8079,1.005404611753351
168,672,8132,1.0581575712504354
169,676,8164,0.9544725017846185
170,680,8205,0.8877220957933611
171,684,8227,1.1280402748989642
172,688,8269,1.3181509863719174
173,692,8312,1.0584327356461394
174,696,8339,0.9259392953864481
175,700,8403,-0.8689454813832339
176,704,8441,0.17959078401240633
177,708,8478,1.1802767804850889
178,712,8515,0.8843615127378682
179,716,8544,1.2289849635469674
180,720,8603,1.0815596386037176
181,724,8625,1.166031607338297
182,728,8665,0.6893067972188351
183,732,8725,0.9762219442048313
184,736,8760,0.9730419107452193
185,740,8786,0.30245005810663583
186,744,8808,1.0224172760337396
187,748,8838,1.1441575480961474
188,752,8875,1.0772998378477743
189,756,8888,0.9979307261465002
190,760,8944,1.0062579794801112
191,764,8984,0.6156508807607826
192,768,9015,0.967242726992612
193,772,9051,0.6803576814200232
194,776,9093,0.8810229065261401
195,780,9113,1.1075122460417979
196,784,9143,1.5368111757785163
197,788,9185,-0.11023619525553126
198,792,9233,0.9368052315810746
199,796,9289,0.8098870231677269
200,800,9314,0.6657601474488111
201,804,9343,0.9819675774881413
202,808,9378,0.8562866945948842
203,812,9409,0.9057661183096077
204,816,9428,1.0803576753353228
205,820,9469,1.2952650276256628
206,824,9527,1.1914939111718121
207,828,9572,0.8342473106065161
208,832,9584,1.2362514766317734
209,836,9633,1.112131641718677
210,840,9665,0.739837292610835
211,844,9699,-0.187548102409544
212,848,9715,0.7269951070331154
213,852,9740,1.1177100498441905
214,856,9776,1.0572229780412108
215,860,9827,0.9450433389882064
216,864,9856,1.231562339192461
217,868,9887,0.9676873540976692
218,872,9915,0.996669572524886
219,876,9952,1.2675878340278617
220,880,9980,0.5652784521108164
221,884,10018,0.9901804734308802
222,888,10044,0.6907504458617844
223,892,10087,0.7273866909419553
224,896,10123,0.7284505798756062
225,900,10163,1.0790072106144681
226,904,10196,1.0559445085851302
227,908,10229,0.9514571068789246
228,912,10255,1.0895679652472252
229,916,10298,1.0797735617873532
230,920,10312,1.1576113568300666
231,924,10342,0.8948240268913678
232,928,10374,0.8011677610383303
233,932,10411,0.8330934962552059
234,936,10457,1.2052950722326363
235,940,10489,1.4885184343048445
236,944,10514,0.011585338731260442
237,948,10553,1.2299333269910995
238,952,10567,0.7766839812016685
239,956,10588,0.8904330815973932
240,960,10629,1.2365826893003504
241,964,10686,1.0013313422112864
242,968,10727,1.2791857146600007
243,972,10765,0.8886345415525012
244,976,10801,0.8292286868721196
245,980,10829,0.8531658635498228
246,984,10856,1.5853631847402792
247,988,10872,0.5661823102146196
248,992,10901,0.7893522425256218
249,996,10928,1.0902810042834128
250,1000,10953,1.7590342871391575
251,1004,10980,1.4084655054084076
252,1008,10992,1.0883388190776573
253,1012,11021,0.9571283993070644
254,1016,11050,1.3099479122904887
255,1020,11111,1.1602381723457285
256,1024,11140,0.7097128065578604
257,1028,11159,1.1158669577064104
258,1032,11203,1.099464397538648
259,1036,11228,1.55221878448867
260,1040,11287,0.8397755757236031
261,1044,11324,0.9721624733267248
262,1048,11345,0.8804075384538403
263,1052,11396,1.0689783011450427
264,1056,11420,1.1379470001397063
265,1060,11439,0.9218593058204081
266,1064,11486,0.9436514019765728
267,1068,11524,0.6656306616048772
268,1072,11573,1.1089422977290773
269,1076,11605,1.1041992831457619
270,1080,11622,1.1534899296134749
271,1084,11659,1.0475904108384249
272,1088,11683,0.9824879643211935
273,1092,11713,0.7859986760041139
274,1096,11747,1.2864371552568947
275,1100,11783,1.18685106516019
276,1104,11851,1.2583356941594364
277,1108,11909,1.1211193317902128
278,1112,11939,0.8295796160615129
279,1116,11985,1.1350711572815853
280,1120,12007,0.9193093182435255
281,1124,12030,0.8167135893054804
282,1128,12056,0.5594816611700765
283,1132,12070,0.703629555400364
284,1136,12096,1.3295935666030094
285,1140,12120,0.9472158024573941
286,1144,12150,1.1623057325993915
287,1148,12181,1.0144401450749807
288,1152,12201,1.0894454333149726
289,1156,12235,1.0293257712382753
290,1160,12269,1.3562042697475694
291,1164,12307,0.8509713231278776
292,1168,12354,1.1799947173242875
293,1172,12375,0.8975616191877751
294,1176,12401,1.223827170682476
295,1180,12427,0.7871288916997349
296,1184,12448,1.192790420636419
297,1188,12479,0.8203765016105438
298,1192,12505,0.922090459072501
299,1196,12541,0.9977995708186269
300,1200,12565,0.9158483136242266
301,1204,12585,0.8268904255194137
302,1208,12622,0.8248274822751244
303,1212,12652,0.903627741989101
304,1216,12668,0.8717235412959281
305,1220,12700,1.1784247691908865
306,1224,12716,1.097452071079554
307,1228,12747,0.9419906476376106
308,1232,12765,1.1488712686703235
309,1236,12806,1.4572916019865119
310,1240,12831,0.9789744893694983
311,1244,12857,0.9250739192821047
312,1248,12883,1.1183746846264957
313,1252,12931,0.8430840585072741
314,1256,12971,1.0461030657863626
315,1260,13010,0.7668586276962586
316,1264,13043,1.3183705668259713
317,1268,13056,1.331447730237379
318,1272,13076,0.9728813262183211
319,1276,13101,1.6479717361643207
320,1280,13144,1.1030165761973836
321,1284,13177,0.8802163233414008
322,1288,13204,0.6832579458192735
323,1292,13246,1.1069508381680309
324,1296,13273,1.2685074339535416
325,1300,13314,1.2277980207076231
326,1304,13345,1.3939013430908969
327,1308,13382,1.0013183294950243
328,1312,13394,0.8445131390993084
329,1316,13426,0.9972994259442117
330,1320,13458,0.8816839361923214
331,1324,13483,1.0171179796272023
332,1328,13513,1.0240229625860744
333,1332,13534,0.9672921635151277
334,1336,13555,0.9883513629497355
335,1340,13580,0.9067023975268744
336,1344,13601,0.4878572870820018
337,1348,13625,0.9068934347765848
338,1352,13663,0.6699687920747627
339,1356,13695,0.6636978592042018
340,1360,13722,0.9400047602901684
341,1364,13750,0.8404723379027971
342,1368,13776,0.6457313568208984
343,1372,13811,0.7836301424627112
344,1376,13844,0.42817669751951537
345,1380,13880,1.10663037302755
