,Episode,Steps,Score
0,0,9,-1.0109015884539954
1,1,16,-0.6240826991010587
2,2,22,1.0497805985064899
3,3,34,-0.8159333790098965
4,4,54,0.3501127067612152
5,5,74,0.07860239485899206
6,6,94,-0.07117653761661269
7,7,97,-1.0102875046277837
8,8,104,1.0112461930393426
9,9,117,-0.7498270640308482
10,10,137,-0.3018118287827978
11,11,139,-1.1127903458636526
12,12,150,-0.8071516932610333
13,13,161,1.1357510700901319
14,14,181,1.1891683120506387
15,15,182,-1.0408395136943147
16,16,185,-1.0251207866051284
17,17,201,-1.3899731339184527
18,18,216,-0.9043841120398248
19,19,225,-1.4422843340673759
20,20,245,1.1626471123804305
21,21,254,-1.2878810396982778
22,22,274,0.298238653426434
23,23,294,-0.02795516059559508
24,24,313,-0.970834044039192
25,25,333,-0.9869117316189481
26,26,353,-0.14099821436230248
27,27,366,-1.474628551039831
28,28,386,-0.8580179047290466
29,29,393,0.9715924377273072
30,30,413,0.3866535709250922
31,31,430,-0.8068297322047862
32,32,438,-0.7501342402353675
33,33,441,1.030837710510704
34,34,443,-1.0145530488608203
35,35,445,1.1156288270612194
36,36,465,-0.44803748199444365
37,37,480,-1.388332072883958
38,38,500,0.22871276597646184
39,39,509,-0.7096993931968893
40,40,525,-1.3786350629403161
41,41,526,-0.947185834500467
42,42,540,1.187719172361298
43,43,546,-0.9550166834604114
44,44,561,-0.6903798334021829
45,45,565,-0.8758847607301876
46,46,566,-0.8653202822060321
47,47,572,-1.1748235846897486
48,48,591,-0.803556939105381
49,49,611,1.529938756073982
50,50,631,-0.07253250612993575
51,51,649,-0.4332341754953304
52,52,654,-1.2234971410273943
53,53,674,0.2585352357336459
54,54,675,-1.1689069450027514
55,55,692,0.7110829013424516
56,56,712,-0.011374308140329942
57,57,719,0.4451507230977382
58,58,739,-0.9613320542890975
59,59,742,1.3698348885341949
60,60,744,-0.939717309819758
61,61,748,-1.1925325194268077
62,62,750,-0.8825409978363793
63,63,763,-1.0693167276328368
64,64,783,0.35299848612140283
65,65,787,0.6043034496443773
66,66,807,0.4489076267787105
67,67,827,-0.09020702642062982
68,68,837,-0.7330539068058177
69,69,843,1.4615007905077122
70,70,863,0.503750611473319
71,71,883,-0.22163447988685775
72,72,896,1.2520665886171023
73,73,916,0.6009157761746469
74,74,936,-0.13313400574448742
75,75,956,0.29212537671301564
76,76,976,-1.4017023337707928
77,77,996,-0.2170436548907149
78,78,1005,-0.8178155092606882
79,79,1008,-0.997637572085651
80,80,1016,-1.1873639769316282
81,81,1023,-0.5362606547006634
82,82,1030,1.371215166001483
83,83,1050,-0.45374689106295524
84,84,1055,-0.870205790314664
85,85,1067,-0.5637444683860419
86,86,1078,1.383950671750807
87,87,1098,0.1518866088243113
88,88,1100,1.1548587623363316
89,89,1117,-1.195453997007132
90,90,1137,-0.3109321373338241
91,91,1139,-1.150075180733471
92,92,1151,-1.5033627123692623
93,93,1157,0.9234131629964241
94,94,1159,0.9171190233383885
95,95,1168,0.8149170843014047
96,96,1170,-1.0066390783264518
97,97,1185,0.8055231943637449
98,98,1202,-1.9385066727454934
99,99,1222,-0.5651745960699915
100,100,1232,-1.1586017987700632
101,101,1252,-0.06517116039778607
102,102,1272,0.07269969914594718
103,103,1273,1.0418011094817672
104,104,1284,0.612780374583946
105,105,1298,0.6811815759113972
106,106,1310,0.8029547659702195
107,107,1315,-0.8330887682450353
108,108,1323,0.9891781743486558
109,109,1343,1.3616043158709101
110,110,1350,-1.2049153749372448
111,111,1370,-0.026215427105621456
112,112,1390,0.47519435548735567
113,113,1402,0.3144780634219444
114,114,1422,-0.1551614034930911
115,115,1426,1.0087249646540404
116,116,1431,-0.8659807947664933
117,117,1437,0.7791424228434444
118,118,1450,0.5946502483839589
119,119,1453,-1.1483186913684968
120,120,1455,1.176915033670187
121,121,1459,1.5173613502484153
122,122,1465,-1.3424478972832679
123,123,1475,-0.7213222883426414
124,124,1495,-0.6775400888625291
125,125,1515,-0.10299013974634269
126,126,1535,1.1112941063377522
127,127,1546,-0.9681425119348346
128,128,1554,1.1763019206207646
129,129,1566,-0.917047174082956
130,130,1586,-0.6283787140261778
131,131,1588,-0.9715109670860118
132,132,1608,0.14889709670767703
133,133,1614,0.8489091312403402
134,134,1626,1.0519891227733138
135,135,1646,0.3120404954104569
136,136,1649,0.9958706148077335
137,137,1664,1.3313961579062061
138,138,1684,0.7095687599858611
139,139,1693,0.3750088757824557
140,140,1707,-0.8527339931810982
141,141,1716,1.3760847555104365
142,142,1719,-0.8821790677802334
143,143,1739,-0.6207117247816767
144,144,1745,1.074560617179644
145,145,1752,1.243897538251559
146,146,1756,1.0996137554328578
147,147,1776,-0.7751332732878375
148,148,1796,0.062002778062570256
149,149,1816,0.335151586261223
150,150,1836,0.21462691381851343
151,151,1856,0.37007556344470705
152,152,1865,-1.9604800129231894
153,153,1885,-0.5215800142452589
154,154,1904,-1.709255092870293
155,155,1906,-0.9849434966086676
156,156,1919,-1.1960405380877768
157,157,1932,-1.0519621248495206
158,158,1943,0.6966538200525809
159,159,1963,0.49910225212748993
160,160,1970,0.9626443256591626
161,161,1972,-0.9881301064943763
162,162,1990,0.6300999069528608
163,163,1993,0.8982992621012538
164,164,2013,-0.6479111412307558
165,165,2033,0.05852838892394572
166,166,2038,1.1791497959125816
167,167,2043,0.9648526502939453
168,168,2063,-1.0362466698198893
169,169,2079,1.095538689038121
170,170,2085,0.8319347429342843
171,171,2096,0.866784296383341
172,172,2106,0.7560427093659914
173,173,2112,1.0854280721094307
174,174,2128,1.3393805477561274
175,175,2148,-0.1278381484107065
176,176,2168,0.10758251478286672
177,177,2188,-0.12527643940843325
178,178,2189,-1.0940101870159886
179,179,2198,-0.7773371560679633
180,180,2201,1.225945486967123
181,181,2221,-0.041703883136713776
182,182,2241,-0.511307510761931
183,183,2245,1.0000821482950943
184,184,2250,-0.8094633471819355
185,185,2262,1.4822304242468103
186,186,2268,-0.9397867472805478
187,187,2285,-0.8394833506535841
188,188,2286,1.1368051000511386
189,189,2290,0.8007204033445466
190,190,2292,-0.9474612028115532
191,191,2312,0.04152214733494122
192,192,2330,0.9328980438483158
193,193,2344,-1.2857027154598775
194,194,2361,0.2676868937444483
195,195,2362,-1.007081838005539
196,196,2382,0.14517989070572473
197,197,2387,0.921860761739559
198,198,2406,1.705308971464329
199,199,2410,0.8129143986949785
200,200,2430,0.21406443180958745
201,201,2438,1.122724411680666
202,202,2452,0.9351283962997724
203,203,2456,-1.2136338287499593
204,204,2473,1.143764227602571
205,205,2480,-1.1605317304552158
206,206,2490,1.5147133833079824
207,207,2495,-0.8947776104335413
208,208,2511,-1.2217148105133848
209,209,2520,1.1517385092107137
210,210,2524,0.895567508287945
211,211,2530,-0.9176164327020819
212,212,2545,0.990714215087174
213,213,2547,1.2321597271087381
214,214,2551,1.3187609694845253
215,215,2559,-1.0072433954179396
216,216,2579,0.26154773511843593
217,217,2582,0.9999080678465762
218,218,2592,-0.9487156013813801
219,219,2594,-0.9136646908805586
220,220,2602,-0.8844311505833999
221,221,2621,0.4080329409879042
222,222,2641,-0.3977754376356045
223,223,2655,0.48419198345949094
224,224,2675,1.1700769695926108
225,225,2677,-0.88806621354289
226,226,2680,1.2212073730629662
227,227,2697,1.5803560756893749
228,228,2706,1.0605062176790934
229,229,2716,0.8111530283803919
230,230,2727,-1.058968361611685
231,231,2733,0.6716285084880178
232,232,2737,-1.2193792955505627
233,233,2741,0.5892799830759659
234,234,2748,0.7568484079320015
235,235,2755,1.0882189035946708
236,236,2775,0.7078897144032349
237,237,2778,1.088743326674924
238,238,2786,1.4454657585742894
239,239,2806,-0.06281101592306104
240,240,2813,0.7907080050234117
241,241,2833,0.7140386512258484
242,242,2844,0.2740428348773911
243,243,2860,1.4729264041213894
244,244,2864,1.0443696440166577
245,245,2884,1.0295753720307006
246,246,2904,0.22364872980131778
